Date,total_quantity_sold,total_discount_amount,promo_line_count,stacked_promo_count,total_orders,cancelled_orders,delivered_orders,returned_orders,orders_device_desktop,orders_device_mobile,orders_device_tablet,orders_source_direct,orders_source_email_campaign,orders_source_organic_search,orders_source_paid_search,orders_source_referral,orders_source_social_media,total_payment_value,avg_payment_value,avg_installments,active_promo_count,avg_discount_value,has_any_promo,return_count,total_refund_amount,review_count,avg_rating,revenue,cogs,shipment_count,avg_delivery_days,avg_shipping_fee,sessions,unique_visitors,page_views,bounce_rate,avg_session_duration_sec
2012-07-14,751,0.0,0,0,157,12,129,10,64,79,14,14,26,44,26,13,34,3820831.41,24336.505796178346,3.5031847133757963,,,,2.0,52967.0,2.0,3.5,3820831.41,3075464.87,173.0,4.61271676300578,5.051445086705202,,,,,
2012-07-15,732,0.0,0,0,149,16,113,8,52,66,31,8,14,47,39,17,24,3948841.28,26502.290469798656,3.436241610738255,,,,2.0,13534.619999999999,4.0,4.25,3948841.28,3154482.05,186.0,4.467741935483871,4.5892473118279575,,,,,
2012-07-16,719,0.0,0,0,140,11,110,7,57,60,23,10,23,39,31,15,22,3503801.49,25027.1535,3.5357142857142856,,,,3.0,16170.54,4.0,4.25,3503801.49,2708219.59,144.0,4.5625,4.5368055555555555,,,,,
2012-07-17,958,0.0,0,0,185,19,148,9,77,82,26,17,21,51,39,24,33,4476729.49,24198.537783783784,3.3351351351351353,,,,3.0,22944.07,8.0,3.875,4476729.49,3463061.65,133.0,4.135338345864661,4.386165413533835,,,,,
2012-07-18,1085,0.0,0,0,225,21,187,14,82,103,40,17,22,71,50,17,48,5184141.46,23040.628711111112,3.6133333333333333,,,,2.0,23202.75,8.0,4.875,5184141.46,4072012.16,156.0,4.166666666666667,5.645641025641026,,,,,
2012-07-19,1322,0.0,0,0,263,20,214,21,109,123,31,23,40,68,49,25,58,6421487.11,24416.30079847909,3.4600760456273765,,,,5.0,35697.71,9.0,3.5555555555555554,6421487.11,5007270.91,191.0,4.439790575916231,5.123717277486911,,,,,
2012-07-20,1227,0.0,0,0,231,23,186,7,83,109,39,13,27,67,54,27,43,5171470.46,22387.318008658007,3.4805194805194803,,,,1.0,1511.59,10.0,4.6,5171470.46,4213989.64,184.0,4.358695652173913,6.682608695652173,,,,,
2012-07-21,855,0.0,0,0,171,17,135,10,71,79,21,17,17,50,36,14,37,3442157.02,20129.57321637427,3.4853801169590644,,,,4.0,139515.72,13.0,4.538461538461538,3442157.02,2746075.45,192.0,4.598958333333333,6.036979166666666,,,,,
2012-07-22,714,0.0,0,0,140,12,115,6,45,67,28,16,18,34,27,18,27,3117550.57,22268.218357142858,3.5714285714285716,,,,6.0,196470.94,9.0,4.111111111111111,3117550.57,2531656.38,171.0,4.298245614035087,6.254678362573099,,,,,
2012-07-23,1037,0.0,0,0,206,10,173,10,88,90,28,22,18,54,42,22,48,4730517.69,22963.67810679612,3.650485436893204,,,,5.0,127759.84,11.0,4.363636363636363,4730517.69,3685006.66,176.0,4.528409090909091,5.310397727272727,,,,,
2012-07-24,903,0.0,0,0,186,17,147,10,71,81,34,18,17,59,38,21,33,4096496.12,22024.172688172042,3.7795698924731185,,,,5.0,81299.68000000001,22.0,4.181818181818182,4096496.12,3248450.65,143.0,4.699300699300699,6.147552447552448,,,,,
2012-07-25,1090,0.0,0,0,224,23,164,23,109,82,33,16,31,61,59,14,43,5246688.08,23422.714642857143,3.5669642857142856,,,,8.0,141941.0,8.0,3.75,5246688.08,4140019.37,177.0,4.395480225988701,5.720960451977401,,,,,
2012-07-26,1310,0.0,0,0,273,31,218,12,124,115,34,18,26,84,66,21,58,5851965.06,21435.769450549447,3.7838827838827838,,,,7.0,46345.31,18.0,4.222222222222222,5851965.06,4579171.74,226.0,4.522123893805309,5.308938053097345,,,,,
2012-07-27,1070,0.0,0,0,212,25,166,14,82,96,34,13,35,64,51,18,31,5156699.45,24324.054009433963,3.4952830188679247,,,,7.0,53193.439999999995,16.0,3.5,5156699.45,3989402.2,172.0,4.662790697674419,5.104651162790698,,,,,
2012-07-28,896,0.0,0,0,176,12,145,6,75,76,25,13,16,50,33,21,43,4326956.84,24584.982045454544,3.7386363636363638,,,,9.0,77765.1,14.0,3.4285714285714284,4326956.84,3403662.59,191.0,4.649214659685864,5.666649214659685,,,,,
2012-07-29,972,0.0,0,0,206,19,166,10,87,87,32,12,20,67,53,12,42,4804199.65,23321.357524271847,3.737864077669903,,,,12.0,188827.85,18.0,3.6666666666666665,4804199.65,3819645.91,188.0,4.569148936170213,5.823882978723405,,,,,
2012-07-30,1332,0.0,0,0,268,20,220,15,115,118,35,24,31,72,57,30,54,6586130.95,24575.115485074628,3.6641791044776117,,,,8.0,126235.4,20.0,3.95,6586130.95,5195109.56,198.0,4.4393939393939394,5.210555555555556,,,,,
2012-07-31,2016,0.0,0,0,381,41,305,18,175,172,34,24,47,97,84,42,87,9151622.14,24020.005616797902,3.254593175853018,,,,16.0,209656.85,22.0,3.8181818181818183,9151622.14,7142891.18,215.0,4.334883720930232,5.317720930232558,,,,,
2012-08-01,1693,0.0,0,0,360,31,289,17,156,166,38,22,48,105,75,41,69,9148357.3,25412.103611111113,3.3361111111111112,,,,4.0,37734.15,17.0,3.588235294117647,9148357.3,7308514.33,272.0,4.610294117647059,3.9148529411764703,,,,,
2012-08-02,2038,0.0,0,0,413,33,338,24,150,184,79,31,48,118,93,44,79,9692427.0,23468.346246973364,3.164648910411622,,,,8.0,42250.2,19.0,4.315789473684211,9692427.0,7537501.15,320.0,4.471875,5.37796875,,,,,
2012-08-03,1793,0.0,0,0,353,36,284,17,154,144,55,27,36,99,75,38,78,9297269.95,26337.875212464587,3.5524079320113313,,,,20.0,261973.78000000003,28.0,3.7857142857142856,9297269.95,7118808.46,340.0,4.541176470588235,5.843558823529412,,,,,
2012-08-04,1161,0.0,0,0,245,26,190,12,101,107,37,22,28,58,64,17,56,6384195.03,26057.938897959186,3.5755102040816324,,,,8.0,68406.08,25.0,4.12,6384195.03,5087528.11,298.0,4.60738255033557,6.111543624161074,,,,,
2012-08-05,359,0.0,0,0,76,6,60,6,29,32,15,10,8,12,16,11,19,2359224.19,31042.42355263158,3.8552631578947367,,,,12.0,120347.12,28.0,3.5714285714285716,2359224.19,1863413.11,223.0,4.502242152466367,4.287847533632287,,,,,
2012-08-06,560,0.0,0,0,114,9,88,9,46,50,18,9,7,41,26,10,21,3630003.7,31842.137719298247,3.745614035087719,,,,6.0,147083.88,32.0,4.125,3630003.7,2922718.71,185.0,4.524324324324325,4.5873513513513515,,,,,
2012-08-07,471,0.0,0,0,93,13,68,4,36,39,18,8,17,26,17,10,15,2240253.44,24088.746666666666,3.182795698924731,,,,12.0,112879.45999999999,38.0,4.026315789473684,2240253.44,1781265.84,109.0,4.678899082568807,5.026788990825688,,,,,
2012-08-08,621,0.0,0,0,129,15,99,9,51,63,15,14,15,30,18,17,35,2617553.36,20291.111317829458,3.372093023255814,,,,5.0,51784.979999999996,28.0,4.0,2617553.36,1997006.42,77.0,4.467532467532467,3.90038961038961,,,,,
2012-08-09,822,0.0,0,0,156,16,131,7,65,71,20,17,20,39,29,14,37,4478691.52,28709.561025641022,3.467948717948718,,,,16.0,242575.69999999998,36.0,4.083333333333333,4478691.52,3621672.71,107.0,4.635514018691588,5.843271028037384,,,,,
2012-08-10,757,0.0,0,0,158,16,125,9,51,87,20,13,25,39,34,20,27,3412496.65,21598.080063291138,3.3227848101265822,,,,19.0,271024.06,37.0,3.7837837837837838,3412496.65,2699279.56,119.0,4.4789915966386555,3.90218487394958,,,,,
2012-08-11,577,0.0,0,0,110,8,83,12,50,39,21,10,10,36,20,13,21,2732604.35,24841.857727272727,3.4454545454545453,,,,9.0,140878.88,37.0,3.918918918918919,2732604.35,2168668.05,115.0,4.356521739130435,5.694,,,,,
2012-08-12,689,0.0,0,0,138,12,111,9,49,66,23,11,18,39,28,11,31,3388181.83,24552.04224637681,3.710144927536232,,,,15.0,200854.66,38.0,3.5789473684210527,3388181.83,2654275.25,127.0,4.496062992125984,5.541653543307087,,,,,
2012-08-13,765,0.0,0,0,153,10,130,6,62,67,24,10,7,52,32,9,43,3928170.01,25674.313790849672,3.3594771241830066,,,,15.0,152774.26,42.0,4.023809523809524,3928170.01,3189564.96,125.0,4.456,6.06768,,,,,
2012-08-14,765,0.0,0,0,151,14,121,8,66,68,17,10,26,35,30,20,30,4033912.16,26714.650066225167,3.596026490066225,,,,11.0,122806.12,42.0,4.023809523809524,4033912.16,3258198.58,126.0,4.198412698412699,5.536428571428572,,,,,
2012-08-15,828,0.0,0,0,162,15,129,12,60,79,23,15,20,48,30,16,33,3780293.26,23335.143580246913,3.376543209876543,,,,13.0,151816.06,28.0,3.5357142857142856,3780293.26,2886923.59,127.0,4.3858267716535435,4.908582677165354,,,,,
2012-08-16,1153,0.0,0,0,212,25,165,15,77,103,32,20,29,51,54,19,39,5249978.18,24764.048018867925,3.4150943396226414,,,,10.0,113705.70999999999,40.0,4.075,5249978.18,4222455.97,158.0,4.468354430379747,3.609240506329114,,,,,
2012-08-17,768,0.0,0,0,158,11,134,6,63,78,17,14,17,40,29,19,39,4089284.05,25881.544620253164,3.6012658227848102,,,,14.0,99923.97,38.0,4.2105263157894735,4089284.05,3238908.92,151.0,4.688741721854305,4.960331125827815,,,,,
2012-08-18,640,0.0,0,0,135,6,112,7,48,71,16,15,15,37,33,12,23,3450015.71,25555.671925925926,3.311111111111111,,,,17.0,217724.80000000002,52.0,3.8653846153846154,3450015.71,2808916.94,137.0,4.372262773722627,5.624087591240876,,,,,
2012-08-19,865,0.0,0,0,158,10,134,7,65,66,27,11,23,42,40,18,24,3904300.93,24710.765379746837,3.430379746835443,,,,15.0,202280.82,44.0,4.136363636363637,3904300.93,3006801.4,158.0,4.658227848101266,5.777215189873417,,,,,
2012-08-20,796,0.0,0,0,158,17,123,7,70,67,21,14,17,49,34,15,29,3541027.32,22411.565316455693,3.689873417721519,,,,17.0,239785.46,37.0,4.054054054054054,3541027.32,2827038.81,128.0,4.546875,4.02484375,,,,,
2012-08-21,851,0.0,0,0,172,19,132,14,66,75,31,14,19,46,34,23,36,4147483.23,24113.274593023256,3.4651162790697674,,,,16.0,171977.21,42.0,4.166666666666667,4147483.23,3364364.64,137.0,4.554744525547445,5.085985401459854,,,,,
2012-08-22,925,0.0,0,0,185,18,148,8,81,86,18,11,30,50,32,18,44,4597682.81,24852.33951351351,3.8378378378378377,,,,12.0,136318.88,34.0,4.294117647058823,4597682.81,3562468.33,153.0,4.640522875816994,5.255032679738562,,,,,
2012-08-23,1107,0.0,0,0,231,21,185,11,96,93,42,15,40,58,58,19,41,5478869.55,23718.05,3.2467532467532467,,,,14.0,134683.32,34.0,3.8823529411764706,5478869.55,4195738.04,169.0,4.603550295857988,7.177751479289941,,,,,
2012-08-24,973,0.0,0,0,196,22,159,7,77,91,28,12,22,57,48,25,32,4637850.57,23662.502908163267,3.229591836734694,,,,16.0,124958.08,42.0,4.095238095238095,4637850.57,3632210.67,170.0,4.5058823529411764,6.178176470588235,,,,,
2012-08-25,701,0.0,0,0,141,16,114,5,49,66,26,8,10,46,32,18,27,3589566.28,25457.91687943262,3.624113475177305,,,,16.0,152437.18,25.0,4.12,3589566.28,2784342.75,155.0,4.496774193548387,6.013290322580644,,,,,
2012-08-26,842,0.0,0,0,164,12,135,11,68,73,23,15,16,47,32,18,36,4280204.53,26098.8081097561,3.1158536585365852,,,,14.0,161977.41999999998,33.0,3.757575757575758,4280204.53,3476942.48,166.0,4.493975903614458,6.107590361445784,,,,,
2012-08-27,632,0.0,0,0,137,12,106,11,54,61,22,6,17,41,29,15,29,3038895.84,22181.721459854012,3.3065693430656933,,,,10.0,81683.89,32.0,3.84375,3038895.84,2365260.68,136.0,4.338235294117647,5.451617647058823,,,,,
2012-08-28,2016,0.0,0,0,391,34,316,22,165,170,56,19,54,110,86,43,79,9508676.62,24318.866035805626,3.4168797953964196,,,,11.0,172200.33,34.0,3.4705882352941178,9508676.62,7439851.59,189.0,4.470899470899471,5.2939153439153435,,,,,
2012-08-29,2026,0.0,0,0,382,40,296,25,149,181,52,25,39,131,78,37,72,9260558.32,24242.299267015707,3.342931937172775,,,,12.0,159355.52,45.0,3.9555555555555557,9260558.32,7336294.54,224.0,4.410714285714286,5.683750000000001,,,,,
2012-08-30,2057,0.0,0,0,403,45,322,17,160,185,58,38,50,114,78,33,90,10086534.1,25028.6205955335,3.6774193548387095,,,,14.0,175510.40999999997,39.0,4.051282051282051,10086534.1,7950911.72,290.0,4.63103448275862,6.290758620689655,,,,,
2012-08-31,1992,0.0,0,0,393,41,305,19,152,190,51,36,49,111,81,31,85,9104678.52,23167.120916030533,3.3638676844783717,,,,12.0,115475.02,39.0,3.923076923076923,9104678.52,7277460.12,313.0,4.405750798722044,5.467635782747604,,,,,
2012-09-01,1829,0.0,0,0,341,28,269,20,140,146,55,33,42,88,65,40,73,8560208.92,25103.251964809384,3.4838709677419355,,,,8.0,232778.57,39.0,3.769230769230769,8560208.92,6738335.17,352.0,4.457386363636363,5.218579545454546,,,,,
2012-09-02,495,0.0,0,0,106,8,87,5,51,38,17,9,15,27,20,11,24,2587099.44,24406.598490566037,3.5754716981132075,,,,7.0,144746.47,30.0,4.266666666666667,2587099.44,1946097.28,281.0,4.501779359430605,5.217010676156583,,,,,
2012-09-03,752,0.0,0,0,147,12,118,13,56,65,26,10,18,41,41,15,22,3865505.0100000002,26295.952448979595,3.45578231292517,,,,11.0,225389.39,35.0,3.657142857142857,3865505.01,3063431.08,201.0,4.393034825870647,5.0945273631840795,,,,,
2012-09-04,672,0.0,0,0,147,11,127,6,65,68,14,10,12,38,36,23,28,3645749.44,24801.016598639457,3.931972789115646,,,,14.0,171376.43,50.0,3.78,3645749.44,2876968.79,166.0,4.566265060240964,5.5925301204819275,,,,,
2012-09-05,438,0.0,0,0,87,8,66,5,41,37,9,5,9,25,20,12,16,2398185.5100000002,27565.350689655173,3.5057471264367814,,,,10.0,196717.07,27.0,4.222222222222222,2398185.51,1966376.48,102.0,4.617647058823529,5.6573529411764705,,,,,
2012-09-06,636,0.0,0,0,119,9,93,12,40,59,20,14,14,31,22,12,26,2858227.37,24018.717394957985,3.773109243697479,,,,7.0,82635.49,34.0,3.8529411764705883,2858227.37,2147909.96,109.0,4.660550458715596,4.172293577981651,,,,,
2012-09-07,675,0.0,0,0,139,18,102,11,62,56,21,9,15,51,29,8,27,3282753.8,23616.93381294964,3.4388489208633093,,,,6.0,40420.24,37.0,3.72972972972973,3282753.8,2580035.06,100.0,4.59,4.2783999999999995,,,,,
2012-09-08,637,0.0,0,0,130,10,110,7,45,70,15,14,20,34,31,10,21,3666204.89,28201.576076923076,3.269230769230769,,,,7.0,79984.97,39.0,4.0,3666204.89,2804001.32,120.0,4.883333333333334,7.36375,,,,,
2012-09-09,882,0.0,0,0,170,10,143,7,72,67,31,16,22,56,38,12,26,4458501.42,26226.47894117647,3.4647058823529413,,,,17.0,126433.06999999999,29.0,3.310344827586207,4458501.42,3589475.8,121.0,4.24793388429752,3.882892561983471,,,,,
2012-09-10,969,0.0,0,0,186,9,154,13,72,85,29,16,19,56,49,18,28,4548962.79,24456.789193548386,3.338709677419355,,,,14.0,112120.33,44.0,4.068181818181818,4548962.79,3517300.88,133.0,4.458646616541353,3.880827067669173,,,,,
2012-09-11,644,0.0,0,0,129,7,110,7,53,57,19,10,11,51,25,8,24,4021565.55,31174.926744186047,3.2635658914728682,,,,14.0,116393.72,31.0,4.032258064516129,4021565.55,3264364.41,146.0,4.541095890410959,5.4750000000000005,,,,,
2012-09-12,598,0.0,0,0,108,5,96,4,42,49,17,10,15,33,22,12,16,3335978.29,30888.68787037037,3.1481481481481484,,,,11.0,133159.78,24.0,3.7083333333333335,3335978.29,2673690.65,135.0,4.311111111111111,5.578222222222222,,,,,
2012-09-13,561,0.0,0,0,116,9,91,10,46,48,22,11,16,34,24,12,19,2609609.29,22496.63181034483,3.8793103448275863,,,,17.0,168681.59,31.0,3.6774193548387095,2609609.29,2103806.97,120.0,4.591666666666667,6.269916666666666,,,,,
2012-09-14,694,0.0,0,0,136,13,103,10,53,64,19,6,18,46,34,13,19,3729228.43,27420.797279411767,3.8161764705882355,,,,15.0,96972.84999999999,41.0,4.487804878048781,3729228.43,2835412.27,105.0,4.314285714285714,4.9007619047619055,,,,,
2012-09-15,723,0.0,0,0,131,13,107,5,62,51,18,12,19,34,32,10,24,3605125.64,27520.043053435114,3.717557251908397,,,,17.0,147446.43,42.0,3.880952380952381,3605125.64,2849539.9,98.0,4.1938775510204085,5.164387755102041,,,,,
2012-09-16,844,0.0,0,0,174,16,131,14,61,81,32,13,25,33,48,16,39,4452012.44,25586.2783908046,3.4367816091954024,,,,11.0,94477.1,41.0,4.097560975609756,4452012.44,3561492.95,136.0,4.455882352941177,4.173161764705882,,,,,
2012-09-17,1027,0.0,0,0,206,17,169,9,81,101,24,14,31,58,43,22,38,4811788.67,23358.197427184467,3.203883495145631,,,,9.0,105194.93,48.0,3.9166666666666665,4811788.67,3932069.23,149.0,4.489932885906041,5.0940268456375835,,,,,
2012-09-18,894,0.0,0,0,181,14,146,14,74,77,30,15,23,66,29,23,25,5078878.07,28060.099834254146,3.3701657458563536,,,,11.0,203736.07,32.0,3.9375,5078878.07,4123200.89,142.0,4.443661971830986,5.240422535211268,,,,,
2012-09-19,790,0.0,0,0,147,11,118,10,50,69,28,11,19,47,34,6,30,3680241.62,25035.657278911567,3.45578231292517,,,,21.0,160115.02,30.0,3.8666666666666667,3680241.62,3014323.76,161.0,4.453416149068323,5.632608695652174,,,,,
2012-09-20,787,0.0,0,0,159,14,130,5,65,64,30,11,21,41,34,13,39,3763143.75,23667.57075471698,3.4842767295597485,,,,13.0,97961.8,32.0,4.0,3763143.75,3080273.62,135.0,4.451851851851852,4.598,,,,,
2012-09-21,745,0.0,0,0,148,12,120,9,53,71,24,10,22,40,35,19,22,3943768.14,26647.082027027027,3.3445945945945947,,,,10.0,99439.05,40.0,3.825,3943768.14,2978697.93,152.0,4.578947368421052,5.774802631578948,,,,,
2012-09-22,799,0.0,0,0,161,13,134,4,76,65,20,10,22,41,38,12,38,3872374.03,24052.01260869565,3.670807453416149,,,,12.0,212802.95,31.0,3.967741935483871,3872374.03,3011266.74,129.0,4.465116279069767,5.194418604651163,,,,,
2012-09-23,838,0.0,0,0,178,13,145,13,69,83,26,7,24,51,45,20,31,4118299.54,23136.514269662923,3.303370786516854,,,,11.0,85734.4,35.0,3.914285714285714,4118299.54,3294951.2,157.0,4.535031847133758,5.35891719745223,,,,,
2012-09-24,1139,0.0,0,0,244,24,183,22,86,129,29,22,43,70,46,20,43,5733263.53,23496.98168032787,3.5860655737704916,,,,11.0,111658.6,40.0,4.025,5733263.53,4585762.62,168.0,4.601190476190476,5.797083333333333,,,,,
2012-09-25,1245,0.0,0,0,244,17,201,9,101,99,44,26,30,71,64,21,32,5639897.53,23114.334139344264,3.6065573770491803,,,,14.0,208952.12,32.0,4.09375,5639897.53,4502395.62,187.0,4.508021390374331,5.490962566844919,,,,,
2012-09-26,954,0.0,0,0,200,18,162,11,83,84,33,23,23,53,34,24,43,4592282.59,22961.412949999998,3.24,,,,17.0,294479.38,36.0,4.166666666666667,4592282.59,3670417.04,187.0,4.67379679144385,4.804491978609626,,,,,
2012-09-27,1744,0.0,0,0,349,32,278,22,162,137,50,28,40,119,58,34,70,7556892.66,21652.987564469913,3.01432664756447,,,,7.0,72123.44,31.0,3.967741935483871,7556892.66,6017108.13,243.0,4.530864197530864,5.828106995884774,,,,,
2012-09-28,1107,0.0,0,0,216,16,176,13,87,86,43,21,26,57,56,17,39,4892631.14,22651.070092592592,3.0046296296296298,,,,13.0,129061.22,41.0,3.951219512195122,4892631.14,3884590.92,218.0,4.454128440366972,5.864495412844037,,,,,
2012-09-29,1186,0.0,0,0,224,22,173,18,87,100,37,18,28,53,56,25,44,5304374.46,23680.243125,3.59375,,,,13.0,113451.14,33.0,4.0606060606060606,5304374.46,4170120.63,199.0,4.266331658291457,6.332462311557789,,,,,
2012-09-30,1015,0.0,0,0,196,19,160,12,86,88,22,14,26,48,44,19,45,4694379.86,23950.917653061228,3.3418367346938775,,,,8.0,76756.34,34.0,3.9411764705882355,4694379.86,3812737.52,208.0,4.399038461538462,5.6921634615384615,,,,,
2012-10-01,1018,0.0,0,0,205,19,169,10,81,101,23,14,21,67,38,20,45,4752532.1,23183.083414634144,3.4829268292682927,,,,12.0,150480.03,33.0,3.9696969696969697,4752532.1,3764447.04,181.0,4.54696132596685,6.2455801104972375,,,,,
2012-10-02,499,0.0,0,0,104,9,79,8,42,40,22,4,17,27,20,7,29,3233135.78,31087.844038461535,3.2884615384615383,,,,15.0,235161.4,29.0,3.896551724137931,3233135.78,2566510.62,151.0,4.483443708609271,4.070331125827814,,,,,
2012-10-03,510,0.0,0,0,108,11,79,4,49,41,18,7,9,26,30,18,18,3515132.03,32547.518796296295,3.324074074074074,,,,12.0,116852.15000000001,28.0,4.0,3515132.03,2762823.63,149.0,4.530201342281879,5.398456375838927,,,,,
2012-10-04,371,0.0,0,0,77,9,57,4,33,33,11,3,17,15,23,6,13,2398137.7399999998,31144.64597402597,3.2467532467532467,,,,7.0,94519.42,40.0,4.125,2398137.74,1902425.74,106.0,4.443396226415095,4.450566037735849,,,,,
2012-10-05,476,0.0,0,0,101,12,75,7,40,39,22,4,11,29,24,9,24,2665953.06,26395.574851485148,3.5742574257425743,,,,12.0,316901.88,20.0,3.65,2665953.06,2064899.19,95.0,4.631578947368421,5.721789473684211,,,,,
2012-10-06,388,0.0,0,0,80,7,62,3,30,45,5,7,13,21,15,9,15,2205266.94,27565.83675,3.2375,,,,13.0,132573.29,35.0,3.6857142857142855,2205266.94,1755004.4,81.0,4.246913580246914,4.746419753086419,,,,,
2012-10-07,584,0.0,0,0,110,7,95,5,53,46,11,11,11,35,26,11,16,3389598.07,30814.527909090906,3.4,,,,11.0,126872.85,38.0,4.052631578947368,3389598.07,2725469.75,83.0,4.626506024096385,3.572289156626506,,,,,
2012-10-08,728,0.0,0,0,142,12,116,4,52,72,18,11,23,38,30,12,28,4037039.45,28429.855281690143,3.387323943661972,,,,15.0,214396.41,33.0,3.9393939393939394,4037039.45,3285493.04,80.0,4.175,4.341125,,,,,
2012-10-09,820,0.0,0,0,167,18,135,7,65,73,29,11,16,39,46,21,34,4298675.76,25740.57341317365,3.197604790419162,,,,11.0,209675.35,24.0,3.9583333333333335,4298675.76,3472700.63,117.0,4.564102564102564,5.789829059829059,,,,,
2012-10-10,698,0.0,0,0,131,6,107,9,56,53,22,8,20,36,29,12,26,3548716.67,27089.440229007632,3.5419847328244276,,,,14.0,154778.66,37.0,4.027027027027027,3548716.67,2839202.59,120.0,4.3,6.663749999999999,,,,,
2012-10-11,555,0.0,0,0,109,5,92,7,44,52,13,13,15,27,21,8,25,3421490.39,31389.82009174312,3.3394495412844036,,,,8.0,48709.74,31.0,4.129032258064516,3421490.39,2765374.16,133.0,4.12781954887218,4.807218045112782,,,,,
2012-10-12,495,0.0,0,0,94,7,77,5,37,44,13,9,7,21,29,11,17,2380119.87,25320.42414893617,3.5851063829787235,,,,12.0,189341.09,34.0,4.352941176470588,2380119.87,1830898.15,99.0,4.404040404040404,5.328585858585858,,,,,
2012-10-13,591,0.0,0,0,125,14,95,9,46,67,12,9,14,41,24,7,30,2798011.44,22384.091519999998,3.232,,,,17.0,265916.8,23.0,4.0,2798011.44,2256579.15,105.0,4.828571428571428,4.758571428571428,,,,,
2012-10-14,616,0.0,0,0,116,7,90,11,39,54,23,13,17,35,14,12,25,3055629.78,26341.636034482755,3.4310344827586206,,,,10.0,218556.49,32.0,3.84375,3055629.78,2516987.32,114.0,4.447368421052632,5.936578947368421,,,,,
2012-10-15,739,0.0,0,0,140,11,109,14,62,53,25,15,19,45,21,18,22,3234517.3,23103.695,2.85,,,,8.0,51745.84,28.0,4.035714285714286,3234517.3,2632811.8,93.0,4.645161290322581,6.318279569892473,,,,,
2012-10-16,763,0.0,0,0,152,10,126,8,48,74,30,10,18,55,30,14,25,3549298.21,23350.646118421053,3.098684210526316,,,,14.0,159447.38,26.0,3.9615384615384617,3549298.21,2763325.25,139.0,4.690647482014389,4.027625899280576,,,,,
2012-10-17,705,0.0,0,0,134,10,105,11,58,57,19,17,12,32,31,15,27,3818048.0,28492.89552238806,3.955223880597015,,,,10.0,146676.63,22.0,4.409090909090909,3818048.0,3108682.75,111.0,4.54054054054054,4.766576576576577,,,,,
2012-10-18,551,0.0,0,0,109,14,87,4,46,42,21,13,13,33,20,10,20,2909728.89,26694.7604587156,3.596330275229358,,,,8.0,57423.21,16.0,4.1875,2909728.89,2301277.14,114.0,4.315789473684211,5.207280701754386,,,,,
